,"Toxicity (racism, sexism, obscene/offensive language)?",,,,,,,,,,,,,,,ID
[DATA REMOVED],Yes,,,,,,,,,,,,,,,41988298
[DATA REMOVED],No,,,,,,,,,,,,,,,18986599
[DATA REMOVED],No,,,,,,,,,,,,,,,562614829
[DATA REMOVED],No,,,,,,,,,,,,,,,35497792
[DATA REMOVED],No,,,,,,,,,,,,,,,751337929
[DATA REMOVED],Yes,,,,,,,,,,,,,,,23325698
[DATA REMOVED],No,,,,,,,,,,,,,,,70904742
[DATA REMOVED],No,,,,,,,,,,,,,,,93985535
[DATA REMOVED],Yes,,,,,,,,,,,,,,,171337935
[DATA REMOVED],No,,,,,,,,,,,,,,,57985522
[DATA REMOVED],No,,,,,,,,,,,,,,,191834022
[DATA REMOVED],No,,,,,,,,,,,,,,,202281414
[DATA REMOVED],Yes,,,,,,,,,,,,,,,721092135
[DATA REMOVED],Yes,,,,,,,,,,,,,,,352595677
[DATA REMOVED],No,,,,,,,,,,,,,,,4393629
[DATA REMOVED],No,,,,,,,,,,,,,,,241256792
[DATA REMOVED],Yes,,,,,,,,,,,,,,,892007884
[DATA REMOVED],Yes,,,,,,,,,,,,,,,56325642
[DATA REMOVED],No,,,,,,,,,,,,,,,871234364
[DATA REMOVED],No,,,,,,,,,,,,,,,582802650
[DATA REMOVED],Yes,,,,,,,,,,,,,,,7593635
[DATA REMOVED],No,,,,,,,,,,,,,,,52988299
[DATA REMOVED],No,,,,,,,,,,,,,,,2251092
[DATA REMOVED],Yes,,,,,,,,,,,,,,,411872214
[DATA REMOVED],No,,,,,,,,,,,,,,,171840057
[DATA REMOVED],Yes,,,,,,,,,,,,,,,551996849
[DATA REMOVED],No,,,,,,,,,,,,,,,913057864
[DATA REMOVED],Yes,,,,,,,,,,,,,,,56497721
[DATA REMOVED],No,,,,,,,,,,,,,,,23397435
[DATA REMOVED],No,,,,,,,,,,,,,,,171872229
[DATA REMOVED],No,,,,,,,,,,,,,,,51509529
[DATA REMOVED],No,,,,,,,,,,,,,,,40719914
[DATA REMOVED],No,,,,,,,,,,,,,,,591337950
[DATA REMOVED],No,,,,,,,,,,,,,,,2351071
[DATA REMOVED],Yes,,,,,,,,,,,,,,,553057814
[DATA REMOVED],No,,,,,,,,,,,,,,,201474199
[DATA REMOVED],Yes,,,,,,,,,,,,,,,513074777
[DATA REMOVED],Yes,,,,,,,,,,,,,,,353027021
[DATA REMOVED],No,,,,,,,,,,,,,,,39117485
[DATA REMOVED],No,,,,,,,,,,,,,,,751996892
[DATA REMOVED],No,,,,,,,,,,,,,,,891474143
[DATA REMOVED],No,,,,,,,,,,,,,,,9093615
[DATA REMOVED],No,,,,,,,,,,,,,,,911790642
[DATA REMOVED],No,,,,,,,,,,,,,,,401834022
[DATA REMOVED],No,,,,,,,,,,,,,,,72126536
[DATA REMOVED],No,,,,,,,,,,,,,,,55509550
[DATA REMOVED],No,,,,,,,,,,,,,,,563057835
[DATA REMOVED],Yes,,,,,,,,,,,,,,,55830970
[DATA REMOVED],Yes,,,,,,,,,,,,,,,18325656
[DATA REMOVED],Yes,,,,,,,,,,,,,,,76325684
[DATA REMOVED],No,,,,,,,,,,,,,,,891234371
[DATA REMOVED],No,,,,,,,,,,,,,,,23988285
[DATA REMOVED],No,,,,,,,,,,,,,,,572296429
[DATA REMOVED],No,,,,,,,,,,,,,,,741872292
[DATA REMOVED],Yes,,,,,,,,,,,,,,,22397456
[DATA REMOVED],Yes,,,,,,,,,,,,,,,552450542
[DATA REMOVED],No,,,,,,,,,,,,,,,6093614
[DATA REMOVED],No,,,,,,,,,,,,,,,85397422
[DATA REMOVED],No,,,,,,,,,,,,,,,70453170
[DATA REMOVED],No,,,,,,,,,,,,,,,851996871
[DATA REMOVED],No,,,,,,,,,,,,,,,871790698
[DATA REMOVED],No,,,,,,,,,,,,,,,222695342
[DATA REMOVED],No,,,,,,,,,,,,,,,9251063
[DATA REMOVED],Yes,,,,,,,,,,,,,,,702296484
[DATA REMOVED],No,,,,,,,,,,,,,,,521234322
[DATA REMOVED],No,,,,,,,,,,,,,,,522358264
[DATA REMOVED],Yes,,,,,,,,,,,,,,,53397491
[DATA REMOVED],Yes,,,,,,,,,,,,,,,682281414
[DATA REMOVED],No,,,,,,,,,,,,,,,75821557
[DATA REMOVED],Yes,,,,,,,,,,,,,,,89453135
[DATA REMOVED],Yes,,,,,,,,,,,,,,,56805835
[DATA REMOVED],Yes,,,,,,,,,,,,,,,861092135
[DATA REMOVED],Yes,,,,,,,,,,,,,,,412802698
[DATA REMOVED],Yes,,,,,,,,,,,,,,,20180563
[DATA REMOVED],No,,,,,,,,,,,,,,,751840085
[DATA REMOVED],No,,,,,,,,,,,,,,,422595636
[DATA REMOVED],Yes,,,,,,,,,,,,,,,341256742
[DATA REMOVED],No,,,,,,,,,,,,,,,70988298
[DATA REMOVED],No,,,,,,,,,,,,,,,362614885
[DATA REMOVED],No,,,,,,,,,,,,,,,351840085
[DATA REMOVED],No,,,,,,,,,,,,,,,55904764
[DATA REMOVED],No,,,,,,,,,,,,,,,68325678
[DATA REMOVED],Yes,,,,,,,,,,,,,,,881337970
[DATA REMOVED],No,,,,,,,,,,,,,,,531666329
[DATA REMOVED],Yes,,,,,,,,,,,,,,,421834028
[DATA REMOVED],No,,,,,,,,,,,,,,,74126577
[DATA REMOVED],Yes,,,,,,,,,,,,,,,251872291
[DATA REMOVED],No,,,,,,,,,,,,,,,3551099
[DATA REMOVED],No,,,,,,,,,,,,,,,75507998
[DATA REMOVED],No,,,,,,,,,,,,,,,262358285
[DATA REMOVED],No,,,,,,,,,,,,,,,363057877
[DATA REMOVED],No,,,,,,,,,,,,,,,232196022
